prompt,completion
we	c
realised	i
that	c
on	c
the	c
14th	c
we	c
will	i
already	i
visit	i
the	c
Science	c
Museum	c
.	c
"
"The show lasts nine hours , from 10.00 - 19.00 , the whole day !","The	c
show	c
lasts	c
nine	c
hours	c
,	c
from	c
10.00	c
-	c
19.00	c
,	c
the	c
whole	c
day	c
!	c
"
Our question now : Could we go to this show ?,"Our	c
question	c
now	c
:	i
Could	i
we	c
go	c
to	c
this	c
show	c
?	c
"
We could maybe change Tuesday 's programme to Wednesday .,"We	c
could	c
maybe	c
change	c
Tuesday	c
's	c
programme	c
to	c
Wednesday	c
.	c
"
"We all prefer the show , free time is not so important for us .","We	c
all	i
prefer	c
the	i
show	c
,	c
free	c
time	c
is	c
not	c
so	c
important	c
for	c
us	c
.	c
"
Please think about this and give us an answer .,"Please	c
think	c
about	c
this	c
and	c
give	c
us	c
an	c
answer	c
.	c
"
Thanks .,"Thanks	c
.	c
"
Yours faithfully Dear Jack Thanks a lot for your letter .,"Yours	c
faithfully	i
Dear	c
Jack	c
Thanks	c
a	c
lot	c
for	c
your	c
letter	c
.	c
"
I am fine but quite busy because I have my German exams .,"I	c
am	c
fine	c
but	c
quite	c
busy	c
because	c
I	c
have	c
my	c
German	c
exams	c
.	c
"
"Therefore I read Agatha Christie 's , , Best Detective Stories of Agatha Christie \"" .","Therefore	c
I	c
read	c
Agatha	c
Christie	c
's	c
,	c
,	c
Best	c
Detective	c
Stories	c
of	c
Agatha	c
Christie	c
""\""""""	c
.	c
"
"I can really recommend you this book , it is fabulous .","I	c
can	c
really	c
recommend	c
you	i
this	i
book	i
,	i
it	i
is	c
fabulous	c
.	c
"
"It is also a suitable present for your cousin , I think .","It	c
is	c
also	c
a	c
suitable	c
present	c
for	c
your	c
cousin	c
,	c
I	c
think	c
.	c
"
One story is about ten persons who stay together in a hotel on a lonely island .,"One	c
story	c
is	c
about	c
ten	c
persons	i
who	c
stay	c
together	c
in	c
a	c
hotel	c
on	c
a	c
lonely	c
island	c
.	c
"
There is a storm and they can not leave .,"There	c
is	c
a	c
storm	c
and	c
they	c
can	c
not	c
leave	c
.	c
"
Suddenly a murderer happens !,"Suddenly	c
a	c
murderer	i
happens	i
!	c
"
"Believe me , you would never guess who the killer is !","Believe	c
me	c
,	c
you	c
would	c
never	c
guess	c
who	c
the	c
killer	c
is	c
!	c
"
"There is also Hercule Poirot , the famous detective and he finally solves the mistery .","There	c
is	c
also	c
Hercule	c
Poirot	c
,	c
the	c
famous	c
detective	c
and	c
he	c
finally	c
solves	c
the	c
mistery	i
.	c
"
But I will not tell you more .,"But	c
I	c
will	c
not	c
tell	c
you	c
more	i
.	c
"
You have to read it yourself .,"You	c
have	c
to	c
read	c
it	c
yourself	c
.	c
"
And if your cousin likes crime stories it is a perfect book !,"And	c
if	c
your	c
cousin	c
likes	c
crime	c
stories	c
it	c
is	c
a	c
perfect	c
book	c
!	c
"
"Unfortunately it is quite expensive , £ 32 .","Unfortunately	c
it	c
is	c
quite	c
expensive	c
,	c
£	c
32	c
.	c
"
But do not worry about the price because your cousin will love it !,"But	c
do	c
not	c
worry	c
about	c
the	c
price	c
because	c
your	c
cousin	c
will	c
love	c
it	c
!	c
"
"Okay , I hope to have news from you very soon .","Okay	c
,	c
I	c
hope	c
to	c
have	c
news	c
from	c
you	c
very	c
soon	c
.	c
"
Have a good time .,"Have	c
a	c
good	c
time	c
.	c
"
"Yours sincerely , Dear Sir / Madam : Thank you for telling me that I have won the first prize and now I am writing to tell you the information you have requested .","Yours	c
sincerely	c
,	c
Dear	c
Sir	c
/	c
Madam	c
:	c
Thank	c
you	c
for	c
telling	c
me	c
that	c
I	c
have	c
won	c
the	c
first	c
prize	c
and	c
now	c
I	c
am	c
writing	c
to	c
tell	i
you	c
the	c
information	c
you	c
have	c
requested	c
.	c
"
"First of all , I think I would like to travel in July , which will be the only month for me to go .","First	c
of	c
all	c
,	c
I	c
think	c
I	c
would	c
like	c
to	c
travel	c
in	c
July	c
,	c
which	c
will	c
be	c
the	c
only	c
month	c
for	i
me	i
to	c
go	c
.	c
"
"Because my course wo n't finish until the end of June , and I will have to stay in the college to get ready for the new term .","Because	c
my	c
course	c
wo	c
n't	c
finish	c
until	c
the	c
end	c
of	c
June	c
,	c
and	c
I	c
will	c
have	c
to	c
stay	c
in	c
the	c
college	c
to	c
get	c
ready	c
for	c
the	c
new	c
term	c
.	c
"
Then I 'd like to choose the tents for my accommodation when at Camp California .,"Then	c
I	c
'd	c
like	c
to	c
choose	c
the	c
tents	c
for	c
my	c
accommodation	c
when	c
at	c
Camp	c
California	c
.	c
"
I think sleeping in a tent is funnier than others .,"I	c
think	c
sleeping	c
in	c
a	c
tent	c
is	c
funnier	i
than	c
others	i
.	c
"
"However , during my stay at Camp , there are two activities I can choose , one of them I will choose Basketball because it is the sport I play most , I and my friend used to win the first place in school - wide match when we was in school .","However	i
,	c
during	c
my	c
stay	c
at	c
Camp	c
,	c
there	c
are	c
two	c
activities	c
I	c
can	c
choose	c
,	i
one	c
of	c
them	c
I	c
will	c
choose	c
Basketball	c
because	c
it	c
is	c
the	c
sport	c
I	c
play	c
most	c
,	c
I	c
and	c
my	c
friend	c
used	c
to	c
win	c
the	c
first	c
place	c
in	c
school	i
-	c
wide	c
match	c
when	c
we	c
was	i
in	i
school	c
.	c
"
"And the other one , I think painting will be a good idea ; Painting is one of my hobbies and I 've been learning it since I was 5 years old and now I 'm still doing it once I have free time .","And	c
the	i
other	c
one	c
,	c
I	c
think	c
painting	c
will	c
be	c
a	c
good	c
idea	c
;	c
Painting	i
is	c
one	c
of	c
my	c
hobbies	c
and	c
I	c
've	c
been	c
learning	i
it	c
since	c
I	c
was	c
5	c
years	c
old	c
and	c
now	c
I	c
'm	c
still	c
doing	c
it	c
once	i
I	c
have	c
free	i
time	c
.	c
"
"Above are all the information you asked , however , here are something I 'd like to know ; first is about the clothes , what kind of clothes I need to take with ?","Above	c
are	i
all	c
the	c
information	c
you	c
asked	c
,	i
however	i
,	c
here	i
are	c
something	i
I	c
'd	c
like	c
to	c
know	c
;	c
first	i
is	c
about	c
the	c
clothes	c
,	i
what	i
kind	c
of	c
clothes	c
I	i
need	c
to	c
take	c
with	c
?	i
"
"And another question is what is the prices of things like in there , so that I can make a better buget of my trip .","And	c
another	c
question	c
is	c
what	c
is	i
the	c
prices	c
of	c
things	c
like	c
in	c
there	c
,	c
so	i
that	c
I	c
can	c
make	c
a	c
better	c
buget	i
of	i
my	c
trip	c
.	c
"
Look forward to hearing from you .,"Look	i
forward	c
to	c
hearing	c
from	c
you	c
.	c
"
"Yours sincerely Dear Kim : Thanks for your last letter ; I knew you would interested at my experience of helping the pop concert last time , now I tell you about it .","Yours	c
sincerely	c
Dear	c
Kim	c
:	c
Thanks	c
for	c
your	c
last	c
letter	c
;	c
I	c
knew	c
you	c
would	c
interested	i
at	i
my	c
experience	c
of	c
helping	c
the	i
pop	c
concert	c
last	c
time	c
,	i
now	i
I	c
tell	i
you	c
about	c
it	c
.	c
"
"The place we worked was a football pitch ; we spent 3 days on setting up the stage , the equitment , and the lights .","The	c
place	c
we	i
worked	c
was	c
a	c
football	c
pitch	c
;	c
we	c
spent	c
3	c
days	c
on	c
setting	c
up	c
the	c
stage	c
,	c
the	c
equitment	i
,	c
and	c
the	c
lights	c
.	c
"
"In fact , there is nothing very important I did , because we are not the right people to do it .","In	c
fact	c
,	c
there	c
is	i
nothing	c
very	c
important	c
I	c
did	c
,	c
because	c
we	c
are	i
not	c
the	c
right	c
people	c
to	c
do	c
it	c
.	c
"
"I only put the speakers in the right places , or helping engieners tested the lights .","I	c
only	c
put	c
the	c
speakers	c
in	c
the	c
right	c
places	c
,	c
or	c
helping	i
engieners	i
tested	i
the	c
lights	c
.	c
"
"But at the brakes and after work , I had a chance to talk with the engieners , and I leant something about setting up the equitment .","But	c
at	i
the	c
brakes	i
and	c
after	c
work	c
,	c
I	c
had	c
a	c
chance	c
to	c
talk	c
with	c
the	c
engieners	i
,	c
and	c
I	c
leant	i
something	c
about	c
setting	c
up	c
the	c
equitment	i
.	c
"
"The fourth day , the singers and the players have been to there to test .","The	c
fourth	c
day	c
,	c
the	c
singers	c
and	c
the	c
players	i
have	i
been	i
to	c
there	c
to	c
test	c
.	c
"
Then I had a chance to speak with them .,"Then	c
I	c
had	c
a	c
chance	c
to	c
speak	c
with	c
them	c
.	c
"
"From that , I learnt more about instruments .","From	c
that	c
,	c
I	c
learnt	c
more	c
about	c
instruments	i
.	c
"
"Finally , the date of concer came .","Finally	c
,	c
the	c
date	i
of	c
concer	i
came	c
.	c
"
"After the concer finished successfully , I was happier than ever because the succeed inclueded my work and that was the most enjoyable moment in my life .","After	c
the	c
concer	i
finished	c
successfully	c
,	c
I	c
was	c
happier	c
than	c
ever	c
because	c
the	c
succeed	i
inclueded	i
my	c
work	c
and	c
that	c
was	c
the	c
most	c
enjoyable	c
moment	c
in	c
my	c
life	c
.	c
"
"Anyway , now I have to stop to finish my homework .","Anyway	c
,	c
now	c
I	c
have	c
to	c
stop	c
to	c
finish	c
my	c
homework	c
.	c
"
I 'm looking forward to receiving your letter again .,"I	c
'm	c
looking	c
forward	c
to	c
receiving	c
your	c
letter	c
again	c
.	c
"
Best wishes .,"Best	c
wishes	c
.	c
"
"Dear Sir or Madam , I 'm writing to complain about the musical show named OVER THE RAINBOW .","Dear	c
Sir	c
or	c
Madam	c
,	c
I	c
'm	c
writing	c
to	c
complain	c
about	c
the	c
musical	c
show	c
named	c
OVER	c
THE	c
RAINBOW	c
.	c
"
"Regarding your advertisement , it is the LONDON 'S NEWEST AND BEST MUSICAL SHOW , but I was deeply disappointed at it .","Regarding	i
your	c
advertisement	c
,	c
it	c
is	c
the	c
LONDON	c
'S	c
NEWEST	c
AND	c
BEST	c
MUSICAL	c
SHOW	c
,	c
but	c
I	c
was	c
deeply	c
disappointed	c
at	i
it	c
.	c
"
"According to your advertisement , the starrings were DANNY BROOK AND TINA TRUELOVE .","According	c
to	c
your	c
advertisement	c
,	c
the	c
starrings	i
were	c
DANNY	c
BROOK	c
AND	c
TINA	c
TRUELOVE	c
.	c
"
"I decided to go to see this show because of its starrings , but at the day I saw it , a different actor played .","I	c
decided	c
to	c
go	c
to	c
see	c
this	c
show	c
because	c
of	c
its	c
starrings	i
,	c
but	c
at	i
the	c
day	c
I	c
saw	c
it	c
,	c
a	c
different	c
actor	c
played	i
.	c
"
He was not DANNY BROOK .,"He	c
was	c
not	c
DANNY	c
BROOK	c
.	c
"
Moreover there was no discount ticket .,"Moreover	c
there	c
was	i
no	c
discount	c
ticket	i
.	c
"
They were all sold out .,"They	c
were	c
all	c
sold	c
out	c
.	c
"
You should have said they were very few .,"You	c
should	c
have	c
said	c
they	i
were	c
very	c
few	c
.	c
"
I had to buy a £ 20 ticket .,"I	c
had	c
to	c
buy	c
a	c
£	c
20	c
ticket	c
.	c
"
"To make matters worse , the time that the show started was delayed .","To	c
make	c
matters	c
worse	c
,	c
the	c
time	c
that	c
the	c
show	c
started	c
was	c
delayed	c
.	c
"
"It started at 20:15 , fourty five minutes later !","It	c
started	c
at	c
20:15	c
,	c
fourty	i
five	c
minutes	c
later	i
!	c
"
That 's why I could n't have a dinner at the theatre restaurant after the show .,"That	c
's	c
why	c
I	c
could	c
n't	c
have	c
a	c
dinner	c
at	c
the	c
theatre	c
restaurant	c
after	c
the	c
show	c
.	c
"
"It had already closed , when the show finished .","It	c
had	c
already	c
closed	c
,	c
when	c
the	c
show	c
finished	c
.	c
"
I 'd like to ask for a full refund for this awful night .,"I	c
'd	c
like	c
to	c
ask	c
for	c
a	c
full	c
refund	c
for	c
this	c
awful	c
night	c
.	c
"
Could you give me a satisfactory reply as soon as possible .,"Could	c
you	c
give	c
me	c
a	c
satisfactory	c
reply	c
as	c
soon	c
as	c
possible	c
.	c
"
yours faithfully Modern technology has changed my life .,"yours	c
faithfully	c
Modern	c
technology	c
has	c
changed	c
my	c
life	c
.	c
"
"Especially , a computer has made my daily life change dramatically .","Especially	i
,	c
a	i
computer	c
has	c
made	i
my	i
daily	i
life	i
change	i
dramatically	c
.	c
"
"It is only two or three years since I have used a computer at home , but now I wonder how I can live without it .","It	c
is	c
only	c
two	c
or	c
three	c
years	c
since	c
I	c
have	i
used	i
a	c
computer	c
at	c
home	c
,	c
but	c
now	c
I	c
wonder	c
how	c
I	c
can	i
live	c
without	c
it	i
.	c
"
I open my e - mail box every night .,"I	c
open	c
my	c
e	i
-	i
mail	i
box	i
every	c
night	c
.	c
"
"When I find a new message , I 'm very happy .","When	c
I	c
find	c
a	c
new	c
message	c
,	c
I	c
'm	c
very	c
happy	c
.	c
"
"Before using e - mail , I used to write letters and sometime telephon .","Before	c
using	c
e	c
-	c
mail	c
,	c
I	c
used	c
to	c
write	c
letters	c
and	c
sometime	i
telephon	i
.	c
"
However I 've found e - mail is better than them .,"However	c
I	c
've	c
found	c
e	c
-	c
mail	c
is	c
better	c
than	c
them	i
.	c
"
"Because as soon as I send my message , they can receive it .","Because	c
as	c
soon	c
as	c
I	c
send	c
my	c
message	c
,	c
they	c
can	c
receive	c
it	c
.	c
"
"In the other word , I can also receive their reply soon .","In	c
the	i
other	i
word	i
,	c
I	c
can	c
also	c
receive	c
their	c
reply	c
soon	i
.	c
"
"It 's really useful , when I need quick reply .","It	c
's	c
really	c
useful	c
,	c
when	c
I	c
need	c
quick	i
reply	c
.	c
"
"Overmore when I send e - mail , I need not worry about the time .","Overmore	i
when	c
I	c
send	c
e	c
-	c
mail	c
,	c
I	c
need	i
not	i
worry	c
about	c
the	c
time	c
.	c
"
I can send them anytime I like .,"I	c
can	c
send	c
them	c
anytime	c
I	c
like	c
.	c
"
"Thanks to modern technology , I enjoy chatting with my friend in other countries and my family in Japan almost every day .","Thanks	c
to	c
modern	c
technology	c
,	c
I	c
enjoy	c
chatting	c
with	c
my	c
friend	i
in	c
other	c
countries	c
and	c
my	c
family	c
in	c
Japan	c
almost	c
every	c
day	c
.	c
"
"Dear Sir / Madam , I am writing to complain about the show , \"" Over the Rainbow \"" which I saw in your theatre last week .","Dear	c
Sir	c
/	c
Madam	c
,	c
I	c
am	c
writing	c
to	c
complain	c
about	c
the	c
show	c
,	c
""\""""""	c
Over	c
the	c
Rainbow	c
""\""""""	c
which	c
I	c
saw	c
in	c
your	c
theatre	c
last	c
week	c
.	c
"
I was really disappointed because the show was far from what I expected .,"I	c
was	c
really	c
disappointed	c
because	c
the	c
show	c
was	c
far	c
from	c
what	c
I	c
expected	c
.	c
"
"First of all , I was really expecting to see Danny Brook , my favourite actor .","First	c
of	c
all	c
,	c
I	c
was	c
really	c
expecting	c
to	c
see	c
Danny	c
Brook	c
,	c
my	c
favourite	c
actor	c
.	c
"
"However , he was not on the stage that day .","However	c
,	c
he	c
was	c
not	c
on	c
the	c
stage	c
that	c
day	c
.	c
"
Secondally the show started late and I had to wait for 45 minutes without doing anything .,"Secondally	i
the	c
show	c
started	c
late	c
and	c
I	c
had	c
to	c
wait	c
for	c
45	c
minutes	c
without	c
doing	c
anything	i
.	c
"
It was a waste of time .,"It	c
was	c
a	c
waste	c
of	c
time	c
.	c
"
"I also thought that there should have been discounts for students , which in fact was not available and I had to pay for normal price .","I	c
also	c
thought	c
that	c
there	c
should	c
have	c
been	c
discounts	c
for	c
students	c
,	c
which	c
in	c
fact	c
was	i
not	c
available	c
and	c
I	c
had	c
to	c
pay	c
for	c
normal	i
price	c
.	c
"
"Furthur more , the restaurant in the theatre was closed after the show because of the delay .","Furthur	i
more	i
,	c
the	c
restaurant	c
in	c
the	c
theatre	c
was	c
closed	c
after	c
the	c
show	c
because	c
of	c
the	c
delay	c
.	c
"
"I had to go home without eating a dinner , though I was really hungry .","I	c
had	c
to	c
go	c
home	c
without	c
eating	c
a	c
dinner	c
,	c
though	c
I	c
was	c
really	c
hungry	c
.	c
"
I have to say that the evening was terrible .,"I	c
have	c
to	c
say	c
that	c
the	c
evening	c
was	c
terrible	c
.	c
"
"If I had known all of them , I would have changed my plan and could have a better time .","If	c
I	c
had	c
known	c
all	c
of	c
them	c
,	c
I	c
would	c
have	c
changed	c
my	c
plan	c
and	c
could	c
have	c
a	i
better	c
time	c
.	c
"
I strongly suggest you should give us right information .,"I	c
strongly	c
suggest	c
you	c
should	c
give	c
us	c
right	i
information	c
.	c
"
I also would like to claim some refund for the evening .,"I	c
also	i
would	i
like	c
to	c
claim	c
some	i
refund	c
for	c
the	c
evening	c
.	c
"
I hope this matter will receive your prompt attention .,"I	c
hope	c
this	c
matter	c
will	c
receive	c
your	c
prompt	c
attention	c
.	c
"
"Yours faithfully , Fashion in 100 years If you compare the fashion now with that of 100 years ago , you 'll notice that there are incredably big difference between them .","Yours	c
faithfully	c
,	c
Fashion	c
in	c
100	c
years	c
If	c
you	c
compare	c
the	c
fashion	c
now	c
with	c
that	c
of	c
100	c
years	c
ago	c
,	c
you	c
'll	c
notice	c
that	c
there	c
are	c
incredably	i
big	c
difference	i
between	c
them	c
.	c
"
"People have become more informal , casual and practical than before .","People	c
have	c
become	c
more	c
informal	c
,	c
casual	c
and	c
practical	c
than	c
before	c
.	c
"
"But how about the fashion of the future , for example , 100 years from now ?","But	c
how	c
about	c
the	c
fashion	c
of	c
the	c
future	c
,	c
for	c
example	c
,	c
100	c
years	c
from	c
now	c
?	c
"
I think it 'll also be very different from now .,"I	c
think	c
it	c
'll	c
also	c
be	c
very	c
different	c
from	c
now	c
.	c
"
But in which way ?,"But	c
in	c
which	i
way	c
?	c
"
"First of all , people might think more about the function of clothes than the design .","First	c
of	c
all	c
,	c
people	c
might	c
think	c
more	c
about	c
the	c
function	c
of	c
clothes	c
than	c
the	c
design	c
.	c
"
"For example , they 'll wear a cloth which protect themselves from air pollution , sunshine etc .","For	c
example	c
,	c
they	c
'll	c
wear	c
a	c
cloth	i
which	c
protect	i
themselves	i
from	c
air	c
pollution	c
,	c
sunshine	c
etc	c
.	c
"
"Imagine that all the people have masks on their mouthes and noses like we have sun - glasses , and that all the masks are designers brands , which are made of special material to prevent us from breathing in polluted air .","Imagine	c
that	c
all	c
the	c
people	c
have	c
masks	c
on	c
their	c
mouthes	i
and	c
noses	c
like	c
we	c
have	c
sun	c
-	c
glasses	c
,	c
and	c
that	c
all	c
the	c
masks	c
are	c
designers	i
brands	c
,	c
which	c
are	c
made	c
of	c
special	i
material	c
to	c
prevent	c
us	c
from	c
breathing	c
in	c
polluted	c
air	c
.	c
"
"It 's like a joke , but a bit scarely .","It	c
's	c
like	c
a	c
joke	c
,	c
but	c
a	c
bit	c
scarely	i
.	c
"
"Imagine that all the people have hats with big edges to protect their faces from sun - burn , and it 's the most trendy fashion of the year !","Imagine	c
that	c
all	c
the	c
people	c
have	c
hats	c
with	c
big	i
edges	i
to	c
protect	c
their	c
faces	c
from	c
sun	i
-	c
burn	c
,	c
and	c
it	c
's	c
the	c
most	i
trendy	i
fashion	c
of	c
the	c
year	c
!	c
"
It 's funny .,"It	c
's	c
funny	c
.	c
"
But we never know !,"But	c
we	c
never	c
know	c
!	c
"
"! Dear Sir / Madam , I recently had a holiday in London and had been to your musical show ' Over the Rainbow ' but found it very disappointing .","!	c
Dear	c
Sir	c
/	c
Madam	c
,	c
I	c
recently	c
had	c
a	c
holiday	c
in	c
London	c
and	c
had	i
been	i
to	c
your	c
musical	c
show	c
'	c
Over	c
the	c
Rainbow	c
'	c
but	c
found	c
it	c
very	c
disappointing	c
.	c
"
It is said that the singers are Danny Brook and Tina Truelove in the advertisement .,"It	c
is	c
said	c
that	i
the	i
singers	i
are	i
Danny	i
Brook	i
and	i
Tina	i
Truelove	i
in	i
the	i
advertisement	i
.	c
"
"However , there was a different unknown actor in that .","However	c
,	c
there	c
was	c
a	c
different	c
unknown	c
actor	c
in	c
that	c
.	c
"
The show started later at 20:15 which was very different in ' 19.30 ' as shown .,"The	c
show	c
started	c
later	i
at	c
20:15	c
which	c
was	c
very	c
different	c
in	i
'	c
19.30	c
'	c
as	c
shown	c
.	c
"
There was no discount at all which is in contrast with ' Discounts Availabe ' .,"There	c
was	c
no	c
discount	c
at	c
all	c
which	c
is	i
in	c
contrast	c
with	c
'	c
Discounts	c
Availabe	i
'	c
.	c
"
"After the show , I wanted to have something in the theatre restaurant and found it was closed because of no reason .","After	c
the	c
show	c
,	c
I	c
wanted	c
to	c
have	c
something	c
in	c
the	c
theatre	c
restaurant	c
and	c
found	c
it	c
was	c
closed	c
because	i
of	i
no	c
reason	c
.	c
"
The real show on it owns is really very different to what are mentioned in the advertisement .,"The	c
real	c
show	c
on	c
it	c
owns	c
is	c
really	c
very	c
different	c
to	c
what	c
are	i
mentioned	i
in	c
the	c
advertisement	c
.	c
"
I am unsatisfied and would like to ask for some money back .,"I	c
am	c
unsatisfied	c
and	c
would	c
like	c
to	c
ask	c
for	c
some	c
money	c
back	c
.	c
"
Please would you also change the advertisement to the level of the actual facts .,"Please	c
would	c
you	c
also	c
change	c
the	c
advertisement	c
to	c
the	c
level	c
of	c
the	c
actual	c
facts	c
.	c
"
Thank you for your attention .,"Thank	c
you	c
for	c
your	c
attention	c
.	c
"
"Yours faithfully , What will clothes be like 100 years from now ?","Yours	c
faithfully	c
,	c
What	c
will	c
clothes	c
be	c
like	c
100	c
years	c
from	c
now	c
?	c
"
It is a very hard thing to predict .,"It	c
is	c
a	c
very	c
hard	c
thing	c
to	c
predict	c
.	c
"
The fashion of nowaday clothings is just keep on changing .,"The	c
fashion	c
of	i
nowaday	c
clothings	i
is	c
just	c
keep	i
on	c
changing	c
.	c
"
Although some may appears again after few years different styles are developed .,"Although	c
some	c
may	c
appears	i
again	c
after	c
few	i
years	c
different	c
styles	c
are	c
developed	c
.	c
"
"For the fashion of the future , I think it depends on the people 's own personalities and develope their own styles which suits them the most .","For	i
the	c
fashion	c
of	c
the	c
future	c
,	c
I	c
think	c
it	c
depends	c
on	c
the	c
people	c
's	c
own	c
personalities	c
and	c
develope	i
their	c
own	c
styles	c
which	c
suits	i
them	c
the	c
most	c
.	c
"
"They can wear different kinds of clothing , like they design for themselves or those like history can wear those of victorian time and in different countries .","They	c
can	c
wear	c
different	c
kinds	c
of	c
clothing	c
,	c
like	c
they	c
design	c
for	c
themselves	c
or	c
those	c
like	c
history	c
can	c
wear	c
those	c
of	c
victorian	i
time	i
and	c
in	c
different	c
countries	c
.	c
"
"For the colours , I think the metalic colours , especially silver , will be the most popular .","For	i
the	c
colours	c
,	c
I	c
think	c
the	c
metalic	i
colours	c
,	c
especially	c
silver	c
,	c
will	c
be	c
the	c
most	c
popular	c
.	c
"
As different kinds of farbics will be invented & the clothings will never be just cotton as always been seen .,"As	c
different	c
kinds	c
of	c
farbics	i
will	c
be	c
invented	c
&	i
the	c
clothings	c
will	c
never	c
be	c
just	c
cotton	c
as	c
always	c
been	c
seen	c
.	c
"
Maybe paper can also be a farbic use for make clothings and for those who like to wear new clothes everyday .,"Maybe	c
paper	c
can	c
also	c
be	c
a	c
farbic	i
use	i
for	c
make	i
clothings	i
and	c
for	c
those	c
who	c
like	c
to	c
wear	c
new	c
clothes	c
everyday	i
.	c
"
They can be thrown away after wearing it and light enough to be carried around whenever you want to change your wearing .,"They	c
can	c
be	c
thrown	c
away	c
after	c
wearing	c
it	i
and	c
light	i
enough	c
to	c
be	c
carried	c
around	c
whenever	c
you	c
want	c
to	c
change	c
your	i
wearing	c
.	c
"
Dear Mrs. Ryan .,"Dear	c
Mrs.	c
Ryan	c
.	c
"
I 'm glad to receive your letter .,"I	c
'm	c
glad	c
to	c
receive	c
your	c
letter	c
.	c
"
I 'm very happy to know that I have won the first prize .,"I	c
'm	c
very	c
happy	c
to	c
know	c
that	c
I	c
have	c
won	c
the	c
first	c
prize	c
.	c
"
It will be great to spend two weeks at Camp California .,"It	c
will	c
be	c
great	c
to	c
spend	c
two	c
weeks	c
at	c
Camp	c
California	c
.	c
"
"First of all , I would like to say that the only month available from me to travel is July .","First	c
of	c
all	c
,	c
I	c
would	c
like	c
to	c
say	c
that	c
the	c
only	c
month	c
available	c
from	i
me	c
to	c
travel	c
is	c
July	c
.	c
"
I finish my classes on the 25th of June and August is for going with my parents to France .,"I	c
finish	c
my	c
classes	c
on	c
the	c
25th	c
of	c
June	c
and	c
August	c
is	c
for	i
going	c
with	c
my	c
parents	c
to	c
France	c
.	c
"
This has been scheduled 3 months ago .,"This	c
has	i
been	i
scheduled	c
3	c
months	c
ago	c
.	c
"
"About accommodation , I would prefer the log cabins because I think they are more cleaner than the tents .","About	c
accommodation	c
,	c
I	c
would	c
prefer	c
the	c
log	c
cabins	c
because	c
I	c
think	c
they	c
are	c
more	c
cleaner	c
than	c
the	c
tents	c
.	c
"
"While I 'm stayin there I would like to practise tennis and basketball , as I have been playing both sports all my life , and I have to say that I am very good at both .","While	c
I	c
'm	c
stayin	i
there	c
I	c
would	c
like	c
to	c
practise	c
tennis	c
and	c
basketball	c
,	c
as	c
I	c
have	c
been	c
playing	c
both	c
sports	c
all	c
my	c
life	c
,	c
and	c
I	c
have	c
to	c
say	c
that	c
I	c
am	c
very	c
good	c
at	c
both	c
.	c
"
There is one question I would like to ask you about the Camp .,"There	c
is	c
one	c
question	c
I	c
would	c
like	c
to	c
ask	c
you	c
about	c
the	c
Camp	c
.	c
"
I would like to know if there are any washing machines or a place to wash our clothes .,"I	c
would	c
like	c
to	c
know	c
if	c
there	c
are	c
any	c
washing	c
machines	c
or	c
a	c
place	c
to	c
wash	c
our	c
clothes	c
.	c
"
I hope this letter contains all the information you need from me .,"I	c
hope	c
this	c
letter	c
contains	c
all	c
the	c
information	c
you	c
need	c
from	c
me	c
.	c
"
I look forward to hearing from you .,"I	c
look	c
forward	c
to	c
hearing	c
from	c
you	c
.	c
"
"Yours sincerely From my point of view , the real question is : Who said that is enjoyable ?","Yours	c
sincerely	c
From	c
my	c
point	c
of	c
view	c
,	c
the	c
real	c
question	c
is	c
:	c
Who	c
said	c
that	c
is	c
enjoyable	c
?	c
"
"Maybe for women , but not for me .","Maybe	c
for	c
women	c
,	c
but	c
not	c
for	c
me	c
.	c
"
"I know that this sounds horrible , but sometimes it 's what really happens .","I	c
know	c
that	c
this	c
sounds	c
horrible	c
,	c
but	c
sometimes	c
it	c
's	c
what	c
really	c
happens	c
.	c
"
"For men , sometimes is hard to go shopping with their partners .","For	c
men	c
,	c
sometimes	c
is	i
hard	c
to	c
go	c
shopping	c
with	c
their	c
partners	c
.	c
"
Sometimes that means a complete tour around all the fashion shops in town .,"Sometimes	c
that	c
means	c
a	c
complete	c
tour	c
around	c
all	c
the	c
fashion	c
shops	c
in	c
town	c
.	c
"
"And of course , we are not allowed to stop in a place that we like .","And	c
of	c
course	c
,	c
we	c
are	c
not	c
allowed	c
to	c
stop	c
in	c
a	c
place	c
that	c
we	c
like	c
.	c
"
The Sports Shop .,"The	c
Sports	i
Shop	i
.	c
"
You can not lose the time because all the other shops could be closed when you arrive .,"You	c
can	c
not	c
lose	i
the	c
time	c
because	c
all	c
the	c
other	c
shops	c
could	c
be	c
closed	c
when	c
you	c
arrive	c
.	c
"
And that is allways what we want .,"And	c
that	c
is	c
allways	i
what	c
we	c
want	c
.	c
"
That 's men 's intention .,"That	c
's	c
men	c
's	c
intention	c
.	c
"
Another point is to go a big area .,"Another	c
point	c
is	c
to	c
go	c
a	i
big	c
area	c
.	c
"
Specially week - ends .,"Specially	c
week	i
-	i
ends	i
.	c
"
Everyone pushing a trolley and crashing around .,"Everyone	c
pushing	c
a	c
trolley	c
and	c
crashing	c
around	c
.	c
"
People should have to take a license to drive those things .,"People	c
should	c
have	c
to	c
take	i
a	c
license	i
to	c
drive	c
those	c
things	c
.	c
"
Someone could be injured .,"Someone	c
could	c
be	c
injured	c
.	c
